,importance
CPZ_quartile_3,0.000273076435959663
CP3_quartile_3,0.00027235376026528066
CP3_gamma_power,0.00027154174768353247
P6_skew,0.0002713638833490093
C5_kurtosis,0.00027111520969882167
FT7_median,0.00027057002219427965
CP3_theta_power,0.00027051352976372844
C4_min,0.0002704161782160756
C1_beta_power,0.000270398494729839
FT7_mean,0.0002701272058604819
FC4_min,0.0002699883335878253
F6_median,0.00026981069956417476
FPZ_delta_power,0.00026740286515630985
CPZ_quartile_1,0.00026695644524070514
TP8_quartile_3,0.0002668617502687135
O2_delta_power,0.00026626368871244274
F6_mean,0.000265349961205994
O2_beta_power,0.0002652148906993628
Y_median,0.00026493598581196217
CPZ_max,0.00026395686427168144
T7_quartile_1,0.0002638433630760519
X_skew,0.0002623316361911732
CP3_min,0.00026221381078458174
nd_quartile_1,0.00026175042079508616
F3_theta_rel_power,0.0002611743816613289
OZ_max,0.00026113304884349835
C5_quartile_1,0.0002610100678269771
X_kurtosis,0.0002610055668464118
FC6_alpha_power,0.00026093864473506666
CP6_delta_power,0.00026080960984280644
TP8_beta_power,0.00026073959237959585
AFZ_gamma_rel_power,0.00026062552183268015
FT7_delta_power,0.00025932575204545784
CP2_delta_rel_power,0.00025907652793771374
PO7_mean,0.0002590323236225534
AF8_theta_power,0.00025877543766106813
X_delta_power,0.0002581651634486749
C5_max,0.00025809667550543444
P6_delta_rel_power,0.00025706202787590955
C6_delta_rel_power,0.0002569703985974588
FT7_kurtosis,0.00025607711850097185
FC3_delta_rel_power,0.00025579993496516944
FC1_delta_rel_power,0.0002557867600325583
TP7_mean,0.0002551782598520768
P3_delta_rel_power,0.00025472552734953825
CP4_beta_power,0.0002546119262558543
CP5_alpha_power,0.0002541597839603555
PO1_delta_power,0.00025312067422677
TP7_theta_power,0.00025253631518091667
C4_median,0.0002522578635938959
FP2_alpha_rel_power,0.00025176065943904364
C1_theta_rel_power,0.0002506167699679087
nd_ptp,0.00024949554438565344
nd_theta_power,0.00024926534814457733
CP6_skew,0.00024796840314106816
Y_alpha_power,0.0002479677934674171
C6_kurtosis,0.000246175326316204
TP7_quartile_1,0.00024585484067194785
C2_alpha_rel_power,0.00024452084500415863
C1_median,0.0002439777811029129
FT8_delta_power,0.0002432123777165361
P6_alpha_power,0.000243094034377566
CP1_gamma_rel_power,0.0002415212639100247
F3_beta_rel_power,0.0002413857993212353
CP3_beta_power,0.00024092316912736973
FC2_kurtosis,0.00024001204349400333
C5_quartile_3,0.0002384432472787951
FP2_mean,0.00023821977040111182
TP8_min,0.0002379829582897548
C3_quartile_3,0.00023676366061416908
X_quartile_1,0.00023655511923560273
AF7_median,0.0002360490918970445
FC6_alpha_rel_power,0.0002357940072687659
PO2_theta_rel_power,0.00023567389561691325
PO8_alpha_rel_power,0.00023445341251254607
AF2_min,0.00023337294830884882
CP6_delta_rel_power,0.00023252277473905663
FT8_beta_rel_power,0.00023247546713859265
TP8_alpha_power,0.0002323562688334166
AFZ_max,0.00023038613520476832
FP2_median,0.0002296529957418497
mean_of_channel_means,0.00022870050031935274
AF8_alpha_power,0.0002286876531175875
C1_alpha_rel_power,0.00022742125788716025
CZ_theta_rel_power,0.00022723337950138512
F1_beta_rel_power,0.00022677582918546776
F4_quartile_1,0.0002260904101101312
PO7_delta_power,0.00022608765912398017
nd_delta_power,0.00022597164299456164
FZ_kurtosis,0.00022583298038132053
O2_mean,0.00022410981032097932
C2_beta_rel_power,0.00022403574120729073
PZ_theta_rel_power,0.00022364833830280887
FC1_min,0.0002219275963192738
P5_kurtosis,0.00022162389531361955
FCZ_quartile_3,0.00022143951190120665
O2_quartile_3,0.00022131526436436485
O2_beta_rel_power,0.00022062379437141647
T8_alpha_power,0.00022023122129100265
P8_quartile_1,0.00021975553471021328
TP7_skew,0.00021960380056003508
FC1_skew,0.0002194060152988539
F3_alpha_power,0.00021803157117823927
PO8_mean,0.00021745108268422024
F8_quartile_1,0.00021631197976228854
FCZ_gamma_power,0.00021614510736494392
C5_ptp,0.00021601023296786
F7_kurtosis,0.00021593499509559
FC4_alpha_power,0.00021587412923130137
CZ_ptp,0.0002152376393958897
TP7_alpha_rel_power,0.00021452526290437974
CP3_alpha_rel_power,0.0002134036942819932
P8_alpha_rel_power,0.00021243194862918295
AF8_ptp,0.0002111825265599178
C2_skew,0.0002107638224278859
X_min,0.00021007321474911966
POZ_alpha_rel_power,0.0002098972951355662
PO2_kurtosis,0.0002095068782351322
T8_quartile_1,0.00020920101926761767
CP3_median,0.00020895170475134173
X_alpha_power,0.00020766035994462386
F4_mean,0.00020717731593864982
CP6_beta_rel_power,0.00020552179841193467
CZ_quartile_1,0.00020470926913248623
PZ_kurtosis,0.00020461063169988257
Y_gamma_power,0.00020425815632333245
AF1_mean,0.00020392528378153474
FC3_theta_rel_power,0.0002032153397183923
POZ_median,0.00020243680539575084
P5_mean,0.0002023373618906292
AF7_alpha_rel_power,0.0002020790924936921
T7_delta_power,0.00020195338021991002
POZ_beta_rel_power,0.0002018532837025659
F1_alpha_power,0.00020080485341117575
P2_skew,0.000200477148349282
P1_beta_rel_power,0.00020015407370886233
Y_quartile_3,0.00019999739354887048
C2_alpha_power,0.00019921662622163883
FT8_alpha_rel_power,0.0001981426664196477
PO1_max,0.00019773013332295843
CZ_alpha_power,0.00019768590393098127
P7_alpha_rel_power,0.00019603882029163057
F5_alpha_power,0.00019597860220956558
PO1_delta_rel_power,0.00019491410117312885
C3_gamma_rel_power,0.00019473093990236053
Y_kurtosis,0.00019304141688387394
T8_max,0.00019299035573353023
F8_skew,0.0001928926231159607
FC5_mean,0.00019169848132752115
O1_alpha_rel_power,0.0001909064144766841
FPZ_gamma_power,0.00019055220969776298
O1_skew,0.00018976212155702254
CP6_quartile_3,0.0001890350444412397
F4_median,0.00018824450309835387
P3_beta_rel_power,0.0001876786062793751
CP4_max,0.0001871813799057184
C5_mean,0.0001867374686024771
CP5_min,0.0001865071008531429
FC5_max,0.00018618239054394046
FT7_delta_rel_power,0.00018560311700312836
PO8_alpha_power,0.00018503972951643068
T8_median,0.0001846899265258412
TP7_theta_rel_power,0.00018462510482465566
F7_min,0.00018423106310834985
C3_median,0.0001838297797429949
CZ_quartile_3,0.00018299325951935008
CP4_mean,0.00018263057142500338
F2_median,0.0001821551805637966
F6_alpha_power,0.00018032297474326122
FC1_mean,0.00017988716922483723
CZ_gamma_power,0.00017949751702126042
PO1_alpha_rel_power,0.00017794410988473036
nd_kurtosis,0.00017760375801597898
C2_theta_power,0.00017598390181623082
P8_quartile_3,0.00017588570026009088
F6_skew,0.0001739569209910021
CPZ_skew,0.0001735103523525655
PO2_gamma_power,0.00017338427851429976
CP6_min,0.0001726790386843647
PO2_median,0.00017177657180602712
T8_delta_rel_power,0.0001706135582084175
AF2_alpha_power,0.00017055083049900287
CP3_skew,0.00016983442166121392
AF2_beta_rel_power,0.00016761495647550217
CP3_max,0.0001674684318388276
FT7_min,0.00016668951219457107
X_alpha_rel_power,0.00016633388189348828
TP8_beta_rel_power,0.00016553877671419664
F1_quartile_3,0.00016530861777166978
C4_gamma_rel_power,0.00016492676537133337
P4_delta_rel_power,0.00016483493965837508
F7_alpha_rel_power,0.00016455612531753687
O2_alpha_rel_power,0.00016289269464665122
P5_delta_rel_power,0.00016248995196635834
PO7_min,0.00016180501941282313
FP1_alpha_rel_power,0.00016154462063380038
PZ_ptp,0.00016150811718926308
Y_theta_power,0.00016102339407992252
P5_theta_rel_power,0.00016009686497685396
X_quartile_3,0.00015996487951457086
nd_median,0.00015995236308860732
OZ_mean,0.00015968715645903596
F2_max,0.0001590494783233412
FP2_std,0.00015900030679747644
F4_kurtosis,0.00015866079026593941
T8_mean,0.00015813238821027305
TP8_std,0.00015785913676661636
FZ_beta_rel_power,0.00015759130899974246
FC6_quartile_3,0.00015712916693116845
F1_gamma_rel_power,0.00015672356215213362
F3_quartile_3,0.00015671172512112398
P1_beta_power,0.00015573535533008184
C1_skew,0.00015492755583604683
FPZ_kurtosis,0.0001549066036957052
O2_min,0.0001547245422207034
F6_max,0.0001543869516310463
FT8_kurtosis,0.00015257421201816533
P5_beta_power,0.00015255829313633827
PO1_kurtosis,0.00015234682679947836
FT8_max,0.00015233475101896136
P4_kurtosis,0.00015200727556190723
CP5_delta_power,0.000151481311218828
F4_min,0.0001507589855694582
P8_max,0.00015073212832671603
C4_ptp,0.0001505277534485199
O1_alpha_power,0.00015044321417407742
FCZ_mean,0.00014914952546820219
FC2_max,0.00014872241379311406
PO2_beta_power,0.00014837907170123606
AF7_delta_power,0.0001483349179542642
C4_alpha_rel_power,0.00014826677496235338
F7_beta_rel_power,0.0001468216884084672
P7_theta_rel_power,0.00014662273668617192
FC3_beta_power,0.00014599529939448574
TP7_quartile_3,0.0001426458157227388
OZ_quartile_1,0.00014246054938632378
F1_skew,0.00014246054938632378
CP1_kurtosis,0.00014097280073455432
CP2_gamma_power,0.00014088355984948514
OZ_min,0.00014080283019228345
PO1_alpha_power,0.00014055126510883673
P8_delta_rel_power,0.00014051266777519132
F7_gamma_rel_power,0.0001400884246198325
T8_std,0.0001398922133702031
FT7_quartile_1,0.00013986182822455333
FC3_quartile_3,0.00013745075850238534
FP2_ptp,0.0001370736787294975
FC4_quartile_1,0.00013707367872949747
AF7_beta_power,0.0001369381275263979
AF7_kurtosis,0.0001368865778355541
PO2_alpha_rel_power,0.0001366046194916136
FT8_quartile_3,0.00013637610368263516
C5_beta_rel_power,0.00013607849098030923
PO7_alpha_rel_power,0.00013515457691128498
CZ_delta_power,0.00013481071219471392
P4_quartile_3,0.0001343940241979882
F8_mean,0.00013214173021822162
CP1_delta_rel_power,0.00013204926941190673
FPZ_min,0.00013140496254230175
C5_alpha_power,0.00013002568177776839
PO1_beta_power,0.0001299357707509881
POZ_delta_rel_power,0.0001284396955503513
F4_std,0.0001283544562317549
P1_skew,0.0001278901097364105
AF2_max,0.0001267468313292168
FP2_beta_rel_power,0.00012664805954279638
T7_alpha_rel_power,0.0001259780096300215
CP4_quartile_3,0.00012495376020032385
FC6_delta_power,0.0001249421152910578
CZ_mean,0.00012390574190249904
PO2_skew,0.00012379238863338294
FC3_skew,0.00012255815572015532
FCZ_quartile_1,0.00012223553588598603
C3_skew,0.00012134000004508854
PO2_quartile_1,0.0001205049440260755
F6_std,0.0001187862636134272
PZ_min,0.0001187094155844156
FC4_skew,0.00011661521079392883
P3_median,0.00011305870531927282
FC3_quartile_1,0.0001128155091171289
CZ_beta_rel_power,0.00011169468456448986
FP1_alpha_power,0.00011142950804199796
FT7_std,0.00011142013295521707
FC1_kurtosis,0.00011062864665906416
PO7_max,0.00011059636949405063
CP4_quartile_1,0.00011057640769831191
F8_quartile_3,0.00011033517971846763
F5_kurtosis,0.00011012149721302403
P2_quartile_1,0.00010925123319379854
PO8_quartile_3,0.00010899226624065038
FC2_theta_rel_power,0.000108936432433345
FT8_median,0.00010886636343829481
TP7_beta_rel_power,0.00010877228363892568
T7_alpha_power,0.00010848858318956826
POZ_kurtosis,0.00010837641705624684
F2_kurtosis,0.00010826839992748149
CP2_beta_rel_power,0.00010776684634456305
OZ_beta_rel_power,0.0001076869232493252
FPZ_ptp,0.00010750052493325432
AF8_std,0.0001069989211864091
AFZ_delta_power,0.00010673905870252553
F7_quartile_1,0.00010636004426967323
P1_gamma_power,0.00010617391038674051
P8_beta_power,0.00010609447685960266
AFZ_mean,0.00010562608623227029
PZ_skew,0.00010512220950455487
P7_min,0.0001048875444799463
CZ_alpha_rel_power,0.00010464619936856693
CP1_beta_rel_power,0.00010390931716717284
CP3_theta_rel_power,0.0001034097781085733
X_max,0.00010329541652726665
nd_mean,0.00010313179863394897
CP3_delta_rel_power,0.00010312281302721167
P5_quartile_3,0.00010262811289178984
F1_median,0.00010255827386386925
AF1_kurtosis,0.00010244944659786101
FC3_ptp,0.00010231136459181
TP8_kurtosis,0.00010215314484806796
CZ_min,0.00010166177908113393
FC4_median,0.00010151991643642149
CP2_mean,0.00010083796156458047
CP4_median,0.00010061001032293414
FP2_beta_power,0.00010033099311014963
nd_min,0.00010000814067079131
AF1_alpha_power,9.98131296717582e-05
C4_mean,9.890539166141579e-05
PO2_mean,9.88318847469592e-05
C4_quartile_3,9.877264757451784e-05
FC5_quartile_3,9.870702540640735e-05
P5_min,9.785881565741051e-05
C3_alpha_power,9.758172300500684e-05
P8_std,9.665451705285082e-05
AF7_skew,9.649122807017544e-05
FP1_delta_power,9.643483343074227e-05
CP6_quartile_1,9.61546266233767e-05
FC1_quartile_3,9.536684319731439e-05
CP5_max,9.509616649103881e-05
FPZ_std,9.462403813984612e-05
F7_quartile_3,9.455673116081627e-05
FC1_theta_rel_power,9.450223310952643e-05
P1_kurtosis,9.447004568828999e-05
P6_alpha_rel_power,9.377386696663809e-05
P6_mean,9.183021219851574e-05
O1_median,9.165579641973476e-05
C3_beta_rel_power,9.04865828989059e-05
AF8_median,9.029321964319312e-05
CP1_theta_rel_power,9.028912251935214e-05
P7_median,8.833146221149367e-05
Y_gamma_rel_power,8.703054747421318e-05
AF2_kurtosis,8.555411114722134e-05
FP2_quartile_1,8.547632963179428e-05
P7_quartile_1,8.358771189192698e-05
T7_delta_rel_power,8.315565031982941e-05
P6_max,8.264034732490135e-05
CP5_theta_power,8.262687602891634e-05
TP7_max,8.182361556351004e-05
CZ_theta_power,8.159147543422472e-05
P5_quartile_1,8.143246905102174e-05
C3_alpha_rel_power,8.140602822075643e-05
P3_skew,7.752138968109928e-05
C6_quartile_3,7.676562949510269e-05
AF8_mean,7.636078840882391e-05
PO1_mean,7.615454539215156e-05
F3_max,7.611241217798595e-05
C1_quartile_3,7.604809879753005e-05
CZ_beta_power,7.423618071788761e-05
X_beta_rel_power,7.352989729726582e-05
AF7_ptp,7.22634597754204e-05
AF7_mean,7.183371028521915e-05
F6_alpha_rel_power,6.756665941478472e-05
CP1_mean,6.693265382798585e-05
CP2_skew,6.634441171860569e-05
T7_quartile_3,6.589860144955002e-05
C4_std,6.399059474758601e-05
AF1_max,6.0953641897432875e-05
F2_skew,5.680926096624789e-05
nd_quartile_3,5.666132969697313e-05
AF2_quartile_1,5.661157924532415e-05
F4_delta_power,5.646396326004585e-05
TP8_ptp,5.62144798616259e-05
CPZ_gamma_rel_power,5.6162207076208e-05
FP1_theta_power,5.6148500787038755e-05
X_median,5.589131289308179e-05
POZ_mean,5.58668821122839e-05
F4_alpha_power,5.585487280911143e-05
T7_min,5.584453535943893e-05
PO8_delta_rel_power,5.562745261751688e-05
O2_quartile_1,5.557361065973346e-05
nd_delta_rel_power,5.5420687391233975e-05
CP5_theta_rel_power,5.540852114048193e-05
nd_max,5.5378200452657386e-05
TP8_delta_rel_power,5.536917385736877e-05
CP2_median,5.530104712041882e-05
FC3_median,5.481566820276498e-05
P8_kurtosis,5.4737819485477627e-05
F7_skew,5.472261920228659e-05
F5_alpha_rel_power,5.4717447251042575e-05
P5_max,5.450968572534759e-05
P4_skew,5.381842976816677e-05
FCZ_beta_rel_power,5.379371894273017e-05
Y_ptp,5.362872421695953e-05
F7_max,5.343262342093411e-05
C5_beta_power,5.3369820512512545e-05
CP5_median,5.3254437869822495e-05
P3_delta_power,5.320254644666754e-05
P8_ptp,5.2913918343491705e-05
OZ_alpha_power,5.291005291005289e-05
CZ_gamma_rel_power,5.289211896376871e-05
FP2_max,5.235453007029419e-05
PZ_quartile_1,5.1503195513238565e-05
CZ_delta_rel_power,5.133246668833282e-05
AF1_gamma_rel_power,5.131578947368422e-05
FPZ_quartile_1,5.130245550214371e-05
P2_gamma_power,5.130245550214371e-05
CP1_max,5.0649350649350656e-05
C5_delta_rel_power,4.9454773300477564e-05
OZ_median,4.913076341647772e-05
FC5_alpha_rel_power,4.8989962219109507e-05
P6_quartile_3,4.8920754968153483e-05
TP7_median,4.7530061748456284e-05
F6_quartile_3,4.5780618233989805e-05
T7_beta_power,4.574780058651025e-05
C4_quartile_1,4.571800716379029e-05
P1_theta_rel_power,4.569122624316584e-05
CZ_std,4.562885927851803e-05
TP7_kurtosis,4.5602182668572164e-05
CZ_median,4.55873758036236e-05
CP3_beta_rel_power,4.295294347996346e-05
FPZ_mean,4.295294347996345e-05
AF8_min,4.28132318501171e-05
AF1_quartile_3,4.273816481589714e-05
FPZ_quartile_3,4.2735389610389615e-05
AF8_max,3.868024332187252e-05
PO1_min,3.836820358103234e-05
P3_quartile_3,3.8180394204411955e-05
P6_median,3.8056206088992974e-05
P1_delta_power,3.8011695906432746e-05
F8_max,3.800181889047681e-05
P2_quartile_3,3.798947983635301e-05
P6_quartile_1,3.798701298701299e-05
C5_median,2.8573754477368936e-05
P8_skew,2.813419418110504e-05
P6_beta_rel_power,2.8088868592110335e-05
AF2_mean,2.808179723502312e-05
O1_max,2.7613636363636395e-05
AF7_quartile_1,2.7338182954348626e-05
F3_quartile_1,2.7101043659373348e-05
T7_beta_rel_power,2.6418240850058996e-05
FP2_delta_power,2.0836082910931117e-05
P8_theta_power,1.8521894921408942e-05
nd_std,1.844681472822921e-05
FPZ_alpha_rel_power,1.3745300751879631e-05
FC4_alpha_rel_power,1.0924920260384115e-05
F4_max,1.0921266233766343e-05
P4_alpha_rel_power,1.0533446681897791e-05
X_mean,6.70092213780132e-06
F4_skew,6.564795657336252e-06
nd_skew,0.0
X_std,0.0
C3_delta_rel_power,0.0
AF1_delta_rel_power,0.0
AF2_median,0.0
Y_max,0.0
AF2_ptp,0.0
Y_min,0.0
X_theta_rel_power,0.0
AF1_skew,0.0
X_delta_rel_power,0.0
AFZ_alpha_power,0.0
AF2_quartile_3,0.0
P1_quartile_1,0.0
TP8_skew,0.0
FC4_delta_power,0.0
FP2_min,0.0
P5_alpha_power,0.0
FP1_median,0.0
FP1_skew,0.0
P6_theta_rel_power,0.0
FC6_skew,0.0
FC4_quartile_3,0.0
PO1_quartile_3,0.0
P7_quartile_3,0.0
FC3_beta_rel_power,0.0
P7_beta_power,0.0
P8_median,0.0
P8_alpha_power,0.0
F8_beta_rel_power,0.0
P5_skew,0.0
FP2_alpha_power,0.0
FPZ_max,0.0
P4_quartile_1,0.0
FPZ_alpha_power,0.0
P4_mean,0.0
FT7_alpha_rel_power,0.0
P3_kurtosis,0.0
FZ_mean,0.0
FZ_max,0.0
FZ_median,0.0
FZ_quartile_3,0.0
P2_theta_rel_power,0.0
OZ_skew,0.0
P2_min,0.0
P1_mean,0.0
P1_delta_rel_power,0.0
F8_delta_power,0.0
F5_skew,0.0
TP8_mean,0.0
CP3_mean,0.0
CP5_std,0.0
CP5_mean,0.0
T7_skew,0.0
T7_kurtosis,0.0
T7_median,0.0
CP3_quartile_1,0.0
T8_delta_power,0.0
PO7_std,0.0
CP2_min,0.0
T8_theta_rel_power,0.0
T8_beta_rel_power,0.0
CP1_median,0.0
TP7_min,0.0
C6_mean,0.0
PZ_delta_power,0.0
PZ_median,0.0
CP6_max,0.0
CP6_ptp,0.0
PZ_mean,0.0
CPZ_kurtosis,0.0
CPZ_theta_rel_power,0.0
CZ_kurtosis,0.0
POZ_quartile_1,0.0
PO8_beta_power,0.0
PO8_skew,0.0
PO8_min,0.0
F2_theta_rel_power,0.0
F3_median,0.0
F3_delta_power,0.0
F4_ptp,0.0
PO7_skew,0.0
FC6_mean,0.0
